Data,Consum[MW],Medie Consum[MW],Productie[MW],Carbune[MW],Hidrocarburi[MW],Ape[MW],Nuclear[MW],Eolian[MW],Foto[MW],Biomasa[MW],Sold[MW]
2023-12-09 08:46:39,7066,6977,7505,954,1804,2165,1393,1123,10,57,-439
2023-12-09 08:37:09,7027,6977,7555,954,1807,2144,1390,1196,7,57,-528
2023-12-09 08:27:09,7006,6977,7587,955,1805,2144,1387,1235,4,58,-581
2023-12-09 08:17:09,6887,6977,7566,940,1803,2125,1390,1250,2,57,-679
2023-12-09 08:07:19,6671,6977,7421,917,1799,2029,1387,1232,0,57,-750
2023-12-09 07:57:29,6697,6513,7498,973,1804,2076,1389,1200,0,57,-801
2023-12-09 07:47:39,6628,6513,7414,956,1806,2031,1388,1176,-1,56,-786
2023-12-09 07:38:09,6548,6513,7444,969,1806,2034,1384,1195,-1,57,-896
2023-12-09 07:28:09,6534,6513,7409,961,1792,2032,1386,1181,-1,57,-875
2023-12-09 07:18:09,6496,6513,7359,951,1797,2029,1386,1140,-1,56,-863
2023-12-09 07:08:19,6320,6513,7284,931,1789,2001,1386,1122,-1,56,-965
2023-12-09 06:58:29,6381,6175,7056,955,1739,1799,1386,1118,-1,58,-674
2023-12-09 06:48:39,6261,6175,7038,958,1742,1756,1389,1137,-1,58,-777
2023-12-09 06:39:09,6202,6175,6958,970,1753,1614,1386,1177,-1,58,-755
2023-12-09 06:29:09,6218,6175,7033,981,1769,1653,1388,1187,-1,57,-815
2023-12-09 06:19:09,6151,6175,7037,968,1757,1620,1387,1247,-1,58,-886
2023-12-09 06:09:19,6018,6175,7024,973,1741,1602,1387,1264,-1,59,-1006
2023-12-09 05:59:29,6022,5961,7105,977,1758,1641,1383,1290,-1,57,-1084
2023-12-09 05:49:39,6046,5961,7157,983,1767,1666,1387,1295,-1,57,-1110
2023-12-09 05:40:09,6010,5961,7165,982,1763,1675,1388,1298,-1,57,-1155
2023-12-09 05:30:09,5941,5961,7113,983,1742,1649,1388,1294,-1,57,-1171
2023-12-09 05:20:09,5950,5961,7174,984,1738,1681,1387,1324,-1,57,-1223
2023-12-09 05:10:19,5953,5961,7110,978,1726,1662,1387,1298,-1,58,-1158
2023-12-09 05:00:29,5859,5961,7141,986,1720,1632,1389,1355,-1,58,-1282
2023-12-09 04:50:39,5953,5887,7210,964,1737,1679,1387,1387,-1,57,-1257
2023-12-09 04:41:09,5860,5887,7137,948,1709,1624,1389,1410,-1,58,-1277
2023-12-09 04:31:09,5883,5887,7145,974,1709,1618,1387,1401,-1,58,-1262
2023-12-09 04:21:09,5809,5887,7109,964,1704,1617,1389,1379,-1,58,-1301
2023-12-09 04:11:19,5916,5887,7161,983,1731,1650,1389,1351,-1,57,-1245
2023-12-09 04:01:29,5875,5887,7197,983,1731,1660,1388,1378,-1,57,-1322
2023-12-09 03:51:39,5813,5850,7136,976,1712,1621,1385,1385,-1,57,-1322
2023-12-09 03:42:09,5903,5850,7120,983,1715,1619,1391,1355,-1,57,-1217
2023-12-09 03:32:09,5877,5850,7128,983,1710,1619,1388,1371,-1,58,-1251
2023-12-09 03:22:09,5884,5850,7132,973,1714,1626,1387,1373,-1,59,-1247
2023-12-09 03:12:19,5855,5850,7178,988,1714,1615,1389,1413,-1,59,-1323
2023-12-09 03:02:29,5866,5850,7206,984,1720,1624,1384,1436,-1,58,-1339
2023-12-09 02:52:39,5846,5886,7219,988,1754,1613,1387,1421,-1,58,-1373
2023-12-09 02:43:09,5859,5886,7203,983,1750,1615,1386,1412,-1,59,-1344
2023-12-09 02:33:09,5913,5886,7363,987,1757,1765,1387,1411,-1,57,-1450
2023-12-09 02:23:09,5914,5886,7326,974,1754,1766,1388,1388,-1,56,-1412
2023-12-09 02:13:19,5918,5886,7330,985,1754,1772,1388,1376,-1,56,-1412
2023-12-09 02:03:29,5925,5886,7352,992,1764,1783,1386,1374,-1,55,-1427
2023-12-09 01:53:39,5978,6062,7395,983,1815,1784,1383,1374,-1,57,-1417
2023-12-09 01:44:09,5982,6062,7369,985,1801,1766,1389,1372,-1,57,-1388
2023-12-09 01:34:09,6073,6062,7421,986,1807,1801,1386,1385,-1,57,-1349
2023-12-09 01:24:09,6152,6062,7416,987,1810,1816,1386,1360,-1,57,-1264
2023-12-09 01:14:19,6151,6062,7359,1000,1814,1776,1386,1325,-1,58,-1208
2023-12-09 01:04:29,6073,6062,7260,996,1807,1705,1386,1308,-1,59,-1188
2023-12-09 00:54:39,6132,6270,7496,997,1794,1946,1382,1320,-1,58,-1363
2023-12-09 00:45:09,6141,6270,7486,996,1789,1928,1389,1328,-1,58,-1346
2023-12-09 00:35:09,6184,6270,7550,1010,1802,1976,1384,1321,-1,58,-1366
2023-12-09 00:25:09,6345,6270,7543,1013,1796,1935,1384,1358,-1,57,-1198
2023-12-09 00:15:19,6375,6270,7579,1032,1801,1955,1383,1351,-1,57,-1204
2023-12-09 00:05:29,6392,6270,7688,1039,1813,2041,1385,1354,-1,57,-1296
2023-12-08 23:55:39,6439,6579,7647,1000,1761,2116,1390,1324,-1,57,-1208
2023-12-08 23:46:09,6452,6579,7729,1077,1759,2115,1376,1347,-1,57,-1276
2023-12-08 23:36:09,6568,6579,7845,1094,1758,2166,1377,1393,-1,57,-1278
2023-12-08 23:26:09,6611,6579,7898,1100,1770,2210,1374,1386,-1,57,-1287
2023-12-08 23:16:19,6675,6579,7896,1090,1770,2202,1375,1400,-1,57,-1222
2023-12-08 23:06:29,6768,6579,7988,1100,1768,2239,1379,1442,-1,57,-1220
2023-12-08 22:56:39,6854,7020,7954,1064,1772,2198,1377,1479,-1,58,-1100
2023-12-08 22:47:09,6789,7020,7897,1025,1771,2126,1377,1535,-1,57,-1107
2023-12-08 22:37:09,6928,7020,8057,1065,1799,2193,1378,1565,-1,57,-1129
2023-12-08 22:27:09,7075,7020,8087,1066,1798,2198,1375,1592,-1,60,-1013
2023-12-08 22:17:19,7172,7020,8187,1087,1808,2232,1374,1627,-1,59,-1015
2023-12-08 22:07:29,7209,7020,8203,1077,1804,2253,1377,1633,-1,59,-994
2023-12-08 21:57:39,7303,7556,8001,1015,1802,2173,1378,1573,-1,61,-699
2023-12-08 21:48:09,7352,7556,7934,1008,1791,2176,1375,1526,-1,59,-582
2023-12-08 21:38:09,7553,7556,7988,1028,1800,2253,1372,1476,-1,60,-435
2023-12-08 21:28:09,7644,7556,8162,1030,1796,2476,1373,1429,-1,60,-518
2023-12-08 21:18:19,7630,7556,8259,1047,1799,2576,1371,1406,-1,61,-630
2023-12-08 21:08:29,7664,7556,8216,1045,1800,2554,1372,1386,-1,60,-552
2023-12-08 20:58:39,7786,7958,8063,1005,1800,2472,1377,1343,-1,60,-277
2023-12-08 20:49:09,7834,7958,8080,1005,1802,2462,1380,1365,-1,61,-246
2023-12-08 20:39:09,7932,7958,8077,1006,1797,2462,1374,1379,-1,61,-145
2023-12-08 20:29:09,8011,7958,8127,1032,1797,2524,1376,1341,-1,59,-116
2023-12-08 20:19:19,7985,7958,8132,1034,1801,2561,1368,1309,-1,60,-147
2023-12-08 20:09:29,8008,7958,8300,1033,1800,2684,1375,1348,-1,61,-293
2023-12-08 19:59:39,8078,8194,8209,1003,1796,2674,1373,1304,-1,61,-131
2023-12-08 19:50:09,8132,8194,8090,1004,1794,2573,1372,1286,-1,61,43
2023-12-08 19:40:09,8213,8194,8115,1019,1801,2604,1369,1261,-1,62,97
2023-12-08 19:30:09,8206,8194,8141,1042,1796,2649,1370,1223,-1,62,65
2023-12-08 19:20:19,8265,8194,8124,1053,1796,2664,1373,1177,-1,61,142
2023-12-08 19:10:29,8238,8194,8115,1054,1798,2680,1375,1151,-1,59,123
2023-12-08 19:00:39,8194,8194,8101,1061,1803,2682,1376,1120,-1,59,93
2023-12-08 18:51:09,8251,8342,8097,1055,1802,2691,1374,1116,-1,60,154
2023-12-08 18:41:09,8293,8342,8104,1063,1803,2702,1372,1103,-1,61,188
2023-12-08 18:31:09,8359,8342,8085,1063,1801,2696,1371,1095,-1,60,273
2023-12-08 18:21:19,8375,8342,8113,1061,1796,2707,1371,1116,-1,62,262
2023-12-08 18:11:29,8450,8342,8167,1070,1800,2703,1370,1165,-1,60,282
2023-12-08 18:01:39,8393,8342,8121,1078,1792,2662,1363,1165,-1,61,272
2023-12-08 17:52:09,8469,8440,8200,1100,1797,2681,1359,1202,-1,59,269
2023-12-08 17:42:09,8524,8440,8288,1107,1800,2717,1357,1246,-1,59,235
2023-12-08 17:32:09,8517,8440,8271,1093,1793,2687,1355,1284,-1,58,246
2023-12-08 17:22:19,8466,8440,8271,1076,1794,2662,1359,1322,-1,58,195
2023-12-08 17:12:29,8377,8440,8258,1060,1799,2619,1358,1363,-1,58,119
2023-12-08 17:02:39,8434,8440,8227,1067,1801,2559,1362,1379,-1,58,207
2023-12-08 16:53:09,8265,8244,8166,1068,1809,2522,1355,1355,-1,58,99
2023-12-08 16:43:09,8285,8244,8142,1072,1796,2520,1348,1347,0,60,142
2023-12-08 16:33:09,8263,8244,8126,1068,1801,2519,1337,1342,0,59,137
2023-12-08 16:23:19,8230,8244,8360,1068,1794,2754,1325,1358,0,60,-130
2023-12-08 16:13:29,8086,8244,8279,1058,1792,2735,1309,1324,2,59,-194
2023-12-08 16:03:39,8173,8244,8269,1072,1796,2726,1310,1298,5,61,-96
2023-12-08 15:54:09,8136,8154,8231,1069,1792,2686,1308,1307,9,59,-95
2023-12-08 15:44:09,8240,8154,8297,1088,1804,2716,1308,1302,17,60,-57
2023-12-08 15:34:09,8192,8154,8299,1086,1798,2713,1306,1310,24,59,-107
2023-12-08 15:24:19,8155,8154,8350,1077,1802,2740,1309,1333,28,60,-195
2023-12-08 15:14:29,8137,8154,8363,1063,1801,2728,1313,1369,31,58,-226
2023-12-08 15:04:39,8151,8154,8405,1043,1810,2781,1307,1367,38,58,-254
2023-12-08 14:55:09,8220,8288,8417,1050,1799,2746,1326,1394,41,58,-198
2023-12-08 14:45:09,8288,8288,8525,1075,1799,2796,1322,1421,53,58,-237
2023-12-08 14:35:09,8344,8288,8583,1070,1794,2875,1310,1420,55,58,-238
2023-12-08 14:25:19,8371,8288,8574,1071,1798,2900,1325,1362,62,56,-203
2023-12-08 14:15:29,8264,8288,8535,1066,1794,2900,1322,1323,72,57,-271
2023-12-08 14:05:39,8267,8288,8521,1073,1794,2906,1319,1295,78,56,-254
2023-12-08 13:56:09,8425,8413,8530,1080,1785,2912,1321,1294,81,58,-106
2023-12-08 13:46:09,8481,8413,8563,1093,1791,2938,1323,1277,81,58,-82
2023-12-08 13:36:09,8372,8413,8560,1069,1781,2924,1356,1278,93,59,-188
2023-12-08 13:26:19,8482,8413,8565,1080,1780,2927,1357,1261,100,59,-83
2023-12-08 13:16:29,8482,8413,8591,1088,1795,2934,1355,1264,97,56,-110
2023-12-08 13:06:39,8325,8413,8543,1079,1793,2903,1357,1261,94,56,-218
2023-12-08 12:57:09,8425,8391,8542,1075,1778,2916,1359,1251,105,58,-116
2023-12-08 12:47:09,8473,8391,8554,1088,1781,2942,1340,1230,115,58,-82
2023-12-08 12:37:09,8360,8391,8511,1071,1777,2907,1329,1252,117,58,-151
2023-12-08 12:27:19,8403,8391,8535,1072,1780,2920,1328,1264,113,59,-132
2023-12-08 12:17:29,8354,8391,8585,1065,1777,2944,1326,1304,110,59,-232
2023-12-08 12:07:39,8389,8391,8697,1068,1784,3047,1321,1304,113,59,-308
2023-12-08 11:58:09,8362,8499,8571,1047,1774,2976,1325,1279,111,59,-209
2023-12-08 11:48:09,8489,8499,8567,1064,1776,2974,1326,1264,104,59,-78
2023-12-08 11:38:09,8469,8499,8519,1048,1780,2988,1315,1230,99,58,-51
2023-12-08 11:28:19,8502,8499,8434,1042,1776,2968,1304,1186,95,59,68
2023-12-08 11:18:28,8440,8499,8443,1073,1780,2957,1300,1167,107,59,-4
2023-12-08 11:08:39,8465,8499,8467,1072,1778,3006,1317,1132,103,58,-2
2023-12-08 10:58:09,8374,8526,8379,1063,1771,2991,1309,1100,85,58,-5
2023-12-08 10:48:09,8485,8526,8365,1070,1786,2998,1309,1064,78,60,119
2023-12-08 10:38:10,8575,8526,8289,1068,1780,3005,1291,1022,64,59,286
2023-12-08 10:28:20,8513,8526,8265,1062,1782,2987,1281,1033,60,61,247
2023-12-08 10:18:30,8549,8526,8217,1060,1783,2971,1280,1015,49,59,332
2023-12-08 10:08:09,8534,8526,8126,1061,1783,2899,1273,1007,41,61,408
2023-12-08 09:58:09,8508,8526,8146,1064,1780,2933,1282,995,31,60,363
2023-12-08 09:48:09,8581,8526,8137,1073,1776,2929,1279,992,26,60,444
2023-12-08 09:38:11,8640,8526,8018,1060,1794,2842,1276,959,25,59,622
2023-12-08 09:28:21,8535,8526,7990,1049,1816,2750,1290,993,32,60,546
2023-12-08 09:18:31,8564,8526,8053,1049,1816,2772,1306,1022,28,59,512
2023-12-08 09:08:09,8445,8526,8080,1037,1819,2740,1340,1058,26,60,365
2023-12-08 08:58:09,8379,8262,8162,1056,1813,2753,1383,1075,25,59,217
2023-12-08 08:48:09,8393,8262,8121,1083,1819,2696,1383,1059,20,60,272
2023-12-08 08:38:12,8368,8262,8107,1084,1821,2683,1384,1063,10,61,261
2023-12-08 08:28:22,8323,8262,7989,1086,1823,2590,1380,1047,2,61,333
2023-12-08 08:18:32,8175,8262,7929,1078,1812,2545,1382,1049,1,60,247
2023-12-08 08:08:09,8126,8262,7756,1046,1813,2428,1379,1030,1,60,370
2023-12-08 07:58:09,7876,7630,7897,1095,1811,2507,1380,1040,0,60,-21
2023-12-08 07:48:09,7759,7630,7870,1087,1802,2489,1380,1048,0,58,-111
2023-12-08 07:38:13,7778,7630,7789,1083,1813,2378,1384,1068,0,57,-11
2023-12-08 07:28:23,7675,7630,7762,1074,1801,2313,1383,1130,0,58,-87
2023-12-08 07:18:33,7567,7630,7685,1046,1788,2225,1386,1180,0,59,-118
2023-12-08 07:08:09,7350,7630,7678,1029,1792,2197,1383,1216,0,61,-327
2023-12-08 06:58:09,7185,6801,7405,1062,1773,1881,1382,1249,0,58,-220
2023-12-08 06:48:09,7054,6801,7486,1067,1782,1935,1381,1262,0,58,-431
2023-12-08 06:38:14,6900,6801,7457,1059,1777,1905,1381,1278,0,57,-557
2023-12-08 06:28:24,6737,6801,7409,1040,1784,1855,1383,1289,0,57,-672
2023-12-08 06:18:34,6693,6801,7400,1032,1783,1826,1384,1318,0,58,-707
2023-12-08 06:09:01,6517,6516,7368,1043,1756,1827,1383,1304,-1,57,-852
2023-12-08 05:59:09,6340,6230,7336,1054,1728,1830,1381,1289,-1,56,-997
2023-12-08 05:49:09,6249,6230,7312,1060,1731,1781,1380,1304,-1,56,-1063
2023-12-08 05:39:14,6323,6230,7314,1070,1728,1789,1380,1289,-1,58,-991
2023-12-08 05:29:24,6258,6230,7334,1077,1735,1784,1383,1298,-1,58,-1076
2023-12-08 05:19:34,6181,6230,7284,1062,1726,1781,1382,1276,-1,58,-1104
2023-12-08 05:09:09,6177,6230,7266,1073,1735,1784,1380,1237,-1,58,-1089
2023-12-08 04:59:09,6111,6019,7206,1060,1729,1770,1382,1206,-1,59,-1095
2023-12-08 04:49:09,6123,6019,7283,1062,1732,1775,1380,1277,-1,58,-1161
2023-12-08 04:39:15,6083,6019,7280,1065,1742,1771,1379,1266,-1,58,-1197
2023-12-08 04:29:25,5977,6019,7230,1067,1739,1767,1381,1219,-1,58,-1253
2023-12-08 04:19:35,5970,6019,7247,1067,1744,1768,1381,1231,-1,58,-1277
2023-12-08 04:09:09,6055,6019,7287,1064,1738,1827,1380,1218,-1,58,-1232
2023-12-08 03:59:09,6011,5954,7189,1042,1719,1781,1381,1207,-1,59,-1178
2023-12-08 03:49:09,5893,5954,7110,1038,1713,1757,1379,1166,-1,58,-1217
2023-12-08 03:39:16,5999,5954,7226,1068,1733,1868,1382,1119,-1,58,-1227
2023-12-08 03:29:26,5927,5954,7190,1071,1733,1878,1384,1067,-1,58,-1263
2023-12-08 03:19:36,6011,5954,7146,1067,1736,1891,1382,1012,-1,58,-1135
2023-12-08 03:09:09,5987,5954,7156,1084,1748,1922,1377,966,-1,59,-1169
2023-12-08 02:59:09,5969,5940,7123,1062,1789,1880,1379,956,-1,59,-1154
2023-12-08 02:49:09,5885,5940,7116,1070,1781,1899,1379,927,-1,60,-1231
2023-12-08 02:39:17,5936,5940,7094,1068,1785,1889,1379,915,-1,59,-1158
2023-12-08 02:29:27,5955,5940,7091,1070,1786,1895,1380,904,-1,57,-1137
2023-12-08 02:19:37,5994,5940,7076,1069,1790,1898,1375,889,0,57,-1083
2023-12-08 02:09:09,6033,5940,7100,1072,1790,1899,1378,904,-1,57,-1067
2023-12-08 01:59:09,6019,6060,7089,1050,1787,1877,1377,940,-1,58,-1070
2023-12-08 01:49:09,6002,6060,7018,1031,1790,1846,1379,913,-1,59,-1016
2023-12-08 01:39:18,6065,6060,7056,1053,1784,1889,1382,892,-1,57,-991
2023-12-08 01:29:28,6072,6060,7070,1066,1781,1909,1376,883,-1,56,-998
2023-12-08 01:19:38,5999,6060,7043,1065,1786,1893,1374,870,-1,56,-1044
2023-12-08 01:09:10,6093,6060,6986,1076,1794,1830,1373,855,-1,56,-892
2023-12-08 00:59:09,6132,6267,6844,1044,1779,1764,1371,827,0,60,-712
2023-12-08 00:49:09,6105,6267,6845,1055,1780,1749,1378,824,0,60,-740
2023-12-08 00:39:19,6300,6267,6813,1083,1751,1699,1377,846,0,58,-513
2023-12-08 00:29:29,6334,6267,6776,1063,1746,1671,1377,861,0,59,-442
2023-12-08 00:19:39,6264,6267,6817,1069,1755,1669,1373,893,0,58,-554
2023-12-08 00:10:09,6294,6267,6823,1063,1755,1669,1377,902,-1,59,-528
2023-12-08 00:00:09,6398,6267,7259,1047,1756,2106,1373,919,-1,58,-861
2023-12-07 23:50:09,6469,6597,7337,1062,1752,2176,1376,914,-1,58,-868
2023-12-07 23:40:19,6536,6597,7341,1064,1750,2172,1377,919,-1,59,-805
2023-12-07 23:30:29,6573,6597,7380,1076,1754,2179,1376,937,-1,58,-806
2023-12-07 23:20:39,6617,6597,7379,1070,1758,2176,1375,941,-1,60,-762
2023-12-07 23:11:09,6758,6597,7382,1078,1755,2204,1370,916,0,59,-623
2023-12-07 23:01:09,6718,6597,7335,1048,1756,2160,1376,935,-1,60,-617
2023-12-07 22:51:09,6911,7074,7478,1071,1766,2254,1377,952,-1,59,-567
2023-12-07 22:41:19,6869,7074,7466,1067,1759,2245,1375,962,-1,59,-597
2023-12-07 22:31:29,7025,7074,7503,1064,1762,2272,1375,971,-1,59,-479
2023-12-07 22:21:39,7178,7074,7551,1086,1748,2297,1377,982,-1,60,-373
2023-12-07 22:12:09,7297,7074,7611,1026,1753,2390,1377,1006,-1,57,-314
2023-12-07 22:02:09,7347,7074,7480,973,1752,2288,1375,1032,-1,58,-132
2023-12-07 21:52:09,7536,7643,7470,955,1747,2284,1372,1056,0,57,65
2023-12-07 21:42:19,7529,7643,7486,954,1735,2287,1373,1080,0,58,43
2023-12-07 21:32:29,7648,7643,7525,963,1757,2316,1375,1059,0,57,122
2023-12-07 21:22:39,7679,7643,7554,981,1751,2339,1376,1050,0,58,124
2023-12-07 21:13:09,7791,7643,7638,987,1749,2334,1379,1132,0,58,152
2023-12-07 21:03:09,7830,7643,7633,959,1761,2323,1378,1156,0,57,197
2023-12-07 20:53:09,7973,8049,7567,938,1758,2266,1377,1164,0,58,406
2023-12-07 20:43:19,7981,8049,7558,942,1756,2253,1368,1182,0,58,423
2023-12-07 20:33:29,7975,8049,7657,961,1757,2325,1376,1179,0,58,319
2023-12-07 20:23:39,8112,8049,7647,962,1760,2332,1370,1165,0,58,465
2023-12-07 20:13:09,8149,8049,7665,960,1753,2331,1370,1192,0,58,484
2023-12-07 20:03:09,8135,8049,7705,959,1764,2356,1364,1206,0,57,430
2023-12-07 19:53:10,8287,8267,7701,938,1771,2339,1367,1228,0,60,586
2023-12-07 19:43:20,8220,8267,7622,928,1761,2255,1371,1248,0,60,598
2023-12-07 19:33:30,8291,8267,7721,979,1778,2259,1371,1275,0,60,571
2023-12-07 19:23:09,8281,8267,7782,1010,1804,2245,1373,1292,0,60,499
2023-12-07 19:13:09,8220,8267,7685,1011,1811,2134,1365,1305,0,59,535
2023-12-07 19:03:09,8272,8267,7803,1015,1804,2233,1368,1324,0,59,469
2023-12-07 18:53:11,8298,8398,7845,1031,1795,2238,1368,1354,0,59,454
2023-12-07 18:43:21,8411,8398,7889,1028,1805,2245,1362,1389,0,61,522
2023-12-07 18:33:31,8345,8398,7873,1020,1803,2219,1369,1403,0,59,472
2023-12-07 18:23:09,8412,8398,7952,1042,1797,2267,1371,1415,0,61,460
2023-12-07 18:13:09,8484,8398,7989,1064,1805,2279,1369,1413,0,60,495
2023-12-07 18:03:09,8443,8398,8031,1063,1802,2330,1354,1423,0,60,412
2023-12-07 17:53:12,8478,8500,7943,1070,1799,2224,1348,1441,0,61,536
2023-12-07 17:43:22,8514,8500,8021,1067,1801,2321,1334,1438,0,61,493
2023-12-07 17:33:32,8517,8500,7992,1067,1779,2309,1335,1443,0,60,526
2023-12-07 17:23:09,8574,8500,7973,1069,1768,2310,1333,1434,0,59,601
2023-12-07 17:13:09,8519,8500,7939,1067,1765,2291,1334,1423,0,60,580
2023-12-07 17:03:09,8474,8500,7919,1062,1767,2286,1336,1409,0,59,555
2023-12-07 16:53:13,8461,8283,7855,1086,1768,2213,1333,1392,0,60,606
2023-12-07 16:43:23,8391,8283,7799,1073,1768,2180,1332,1385,0,60,592
2023-12-07 16:33:33,8222,8283,7780,1069,1764,2152,1334,1402,0,60,442
2023-12-07 16:23:09,8271,8283,7758,1066,1765,2152,1338,1377,1,59,513
2023-12-07 16:13:09,8173,8283,7761,1061,1764,2138,1330,1406,1,60,412
2023-12-07 16:03:09,8140,8283,7814,1067,1760,2166,1353,1406,2,59,326
2023-12-07 15:53:14,8231,8294,7880,1071,1763,2235,1364,1382,6,59,351
2023-12-07 15:43:24,8257,8294,7880,1070,1764,2237,1364,1373,12,60,378
2023-12-07 15:33:34,8311,8294,8013,1067,1765,2373,1361,1373,16,58,298
2023-12-07 15:23:09,8355,8294,8055,1059,1762,2452,1354,1350,21,57,300
2023-12-07 15:13:09,8273,8294,7959,1031,1762,2420,1325,1340,26,56,314
2023-12-07 15:03:09,8402,8294,7933,1013,1764,2399,1325,1348,28,57,469
2023-12-07 14:53:15,8300,8423,7905,1033,1767,2408,1327,1279,31,55,395
2023-12-07 14:43:25,8400,8423,8003,1049,1760,2414,1328,1366,33,52,397
2023-12-07 14:33:35,8351,8423,8045,1067,1758,2446,1323,1356,41,54,306
2023-12-07 14:23:09,8494,8423,8056,1072,1765,2446,1326,1345,47,55,438
2023-12-07 14:13:09,8476,8423,8058,1063,1767,2450,1329,1347,51,51,418
2023-12-07 14:03:09,8546,8423,8070,1054,1764,2429,1363,1351,53,55,476
2023-12-07 13:53:16,8407,8482,7959,1027,1752,2346,1369,1354,55,56,447
2023-12-07 13:43:25,8503,8482,8090,1062,1756,2426,1370,1359,60,58,413
2023-12-07 13:33:35,8563,8482,8133,1060,1754,2445,1367,1392,60,55,430
2023-12-07 13:23:09,8610,8482,8126,1061,1758,2418,1358,1417,60,53,483
2023-12-07 13:13:09,8515,8482,8040,1067,1750,2447,1325,1331,63,56,475
2023-12-07 13:03:09,8613,8482,8095,1068,1760,2417,1327,1401,68,55,518
2023-12-07 12:53:16,8406,8526,7919,1076,1756,2238,1329,1393,71,56,487
2023-12-07 12:43:26,8535,8526,7926,1065,1749,2244,1325,1418,70,55,609
2023-12-07 12:33:36,8627,8526,8065,1071,1753,2343,1323,1443,74,57,562
2023-12-07 12:23:09,8461,8526,8044,1075,1759,2317,1320,1439,76,56,417
2023-12-07 12:13:09,8427,8526,8018,1093,1752,2285,1321,1436,74,57,410
2023-12-07 12:03:09,8461,8526,7927,1078,1741,2223,1316,1441,71,56,533
2023-12-07 11:53:17,8312,8526,7918,1063,1747,2173,1353,1458,67,57,394
2023-12-07 11:43:27,8548,8526,8025,1080,1747,2227,1375,1475,64,58,523
2023-12-07 11:33:37,8513,8526,7931,1080,1752,2205,1366,1408,61,57,582
2023-12-07 11:23:09,8523,8526,8029,1072,1751,2151,1367,1569,59,57,494
2023-12-07 11:13:09,8597,8526,7993,1068,1752,2109,1366,1578,57,58,604
2023-12-07 11:03:09,8527,8526,7941,1075,1752,2044,1366,1583,60,59,586
2023-12-07 10:53:18,8641,8619,7828,1068,1721,1964,1352,1606,59,58,813
2023-12-07 10:43:28,8710,8619,7897,1072,1714,1980,1354,1644,73,59,813
2023-12-07 10:33:38,8620,8619,7963,1090,1725,2024,1354,1660,50,60,656
2023-12-07 10:23:09,8606,8619,7943,1081,1722,2002,1349,1680,49,59,663
2023-12-07 10:13:09,8614,8619,7949,1079,1713,2007,1356,1691,44,59,666
2023-12-07 10:13:09,8614,8619,7949,1079,1713,2007,1356,1691,44,59,666
2023-12-07 10:03:09,8513,8619,7927,1080,1719,1969,1353,1706,41,60,585
2023-12-07 09:53:19,8570,8624,7998,1076,1716,2025,1353,1729,39,60,572
2023-12-07 09:43:29,8646,8624,7993,1085,1715,2004,1354,1743,34,58,653
2023-12-07 09:33:09,8635,8624,8034,1085,1716,2019,1353,1771,29,58,602
2023-12-07 09:23:09,8660,8624,8052,1076,1718,1992,1380,1805,22,59,608
2023-12-07 09:13:09,8526,8624,8030,1073,1711,1963,1383,1823,19,58,496
2023-12-07 09:03:10,8612,8624,8162,1081,1712,2076,1385,1834,15,60,449
2023-12-07 08:53:20,8618,8357,8375,1111,1722,2248,1385,1839,12,58,243
2023-12-07 08:43:30,8340,8357,8349,1108,1714,2211,1386,1860,10,60,-9
2023-12-07 08:33:09,8448,8357,8379,1115,1719,2234,1388,1855,9,58,70
2023-12-07 08:23:09,8424,8357,8288,1093,1715,2175,1387,1853,7,59,136
2023-12-07 08:13:09,8151,8357,8208,1058,1731,2122,1380,1850,7,59,-57
2023-12-07 08:03:11,8107,8357,8189,1052,1748,2060,1389,1882,0,57,-83
2023-12-07 07:53:21,7959,7729,8375,1097,1755,2169,1384,1907,0,59,-417
2023-12-07 07:43:31,7869,7729,8254,1075,1752,2068,1390,1910,0,58,-385
2023-12-07 07:33:09,7650,7729,8199,1059,1757,2025,1387,1913,0,58,-549
2023-12-07 07:23:09,7792,7729,8216,1068,1758,2042,1388,1902,0,59,-424
2023-12-07 07:13:09,7529,7729,8076,1025,1752,1954,1390,1897,0,59,-547
2023-12-07 07:03:12,7366,7729,8063,1062,1742,1913,1387,1899,0,59,-697
2023-12-07 06:53:22,7217,6865,8035,1091,1739,1863,1387,1897,0,60,-818
2023-12-07 06:43:32,7105,6865,8038,1085,1744,1862,1387,1902,0,58,-933
2023-12-07 06:33:09,6948,6865,7953,1067,1742,1796,1385,1905,0,59,-1005
2023-12-07 06:23:09,6724,6865,7878,1016,1741,1732,1394,1935,-1,60,-1153
2023-12-07 06:13:09,6589,6865,7887,1024,1735,1722,1389,1953,0,58,-1298
2023-12-07 06:03:13,6557,6865,7889,1032,1741,1675,1386,1992,0,58,-1332
2023-12-07 05:53:23,6463,6281,7886,1074,1693,1685,1385,1993,0,55,-1423
2023-12-07 05:43:33,6447,6281,7899,1068,1695,1675,1390,2012,-1,59,-1452
2023-12-07 05:33:09,6312,6281,7833,1053,1683,1637,1379,2024,0,58,-1521
2023-12-07 05:23:09,6305,6281,7867,1048,1685,1634,1385,2058,0,57,-1562
2023-12-07 05:13:09,6063,6281,7777,1032,1657,1575,1392,2065,0,57,-1713
2023-12-07 05:03:14,6059,6281,7722,1028,1656,1553,1390,2038,0,58,-1664
